Pacman;Majestic Software;178;0;0;d64_Pacman_1983_Majestic_Software
Sex Movie (19xx)(Computerbrains Cracking Service);tware;178;1;0;Sex_Movie_19xx_Computerbrains_Cracking_Service
The Way of the Exploding Fist;Melbourne House;177;1;0;d64_Way_of_the_Exploding_Fist_The_1985_Melbourne_House
Auschwitz Games The Final Clean Up of Germany;Sieg Heil;172;0;0;Auschwitz_Games_The_Final_Clean_Up_of_Germany_1990_Sieg_Heil_de
Blood & Honour: Aidaars Revenge;FanCA & Indy Software;171;0;0;Blood_Honour_Aidaars_Revenge_2011_FanCA_Indy_Software_pl
Incest (1990)(Evil);tware;167;0;0;Incest_1990_Evil
Lode Runner II;Doug Smith, Dane Bigham & 4711-Soft;167;1;0;Lode_Runner_II_1985_Doug_Smith_Dane_Bigham_4711-Soft
Football Manager 2;Addictive Games;166;1;0;Football_Manager_2_1988_Addictive_Games
Minima Reloaded;tware;165;0;0;d64_Minima_Reloaded_19xx_-
Commando Libya;Robert Pfitzner;162;0;0;Commando_Libya_1986_Robert_Pfitzner
Labyrinth (Side A);Activision;157;1;0;Labyrinth_1986_Activision_Side_A
Escape from New York;Cadaver;157;1;0;Escape_from_New_York_1999_Cadaver
Zaxxon [h Jedi];Synapse Software;157;0;0;d64_Zaxxon_1984_Synapse_Software_h_Jedi
Breakout;M.D. Rejhon;155;1;0;Breakout_1987_Rejhon_M._D.
007 Car Chase;Coplin Software;153;0;0;007_Car_Chase_1985_Coplin_Software
Tetris;576 kByte;152;1;0;d64_Tetris_19xx_576_kByte
Vermeer;Ariolasoft;151;3;0;d64_Vermeer_1987_Ariolasoft_de
Indiana Jones and the Last Crusade [h SCI];U.S. Gold;150;1;0;Indiana_Jones_and_the_Last_Crusade_1989_U.S._Gold_h_SCI
Agent USA;Scholastic;150;1;0;Agent_USA_1984_Scholastic
Sentinel Worlds I: Future Magic (Disk 1 of 2 Side A);Electronic Arts;148;0;0;d64_Sentinel_Worlds_I_Future_Magic_1989_Electronic_Arts_Disk_1_of_2_Side_A
Summer Olympiad (Side A);Tynesoft;147;0;0;d64_Summer_Olympiad_1988_Tynesoft_Side_A
Silent Service [o];MicroProse;147;2;0;d64_Silent_Service_1985_MicroProse_o
Cabal [h Intense][t +2 Legend];Ocean;144;0;0;Cabal_1989_Ocean_h_Intense_t_2_Legend
Gertrud's Game D;tware;143;0;0;Gertruds_Game_D_19xx_-
Neuromancer (Disk 1 of 2 Side A);Electronic Arts;142;0;0;d64_Neuromancer_1988_Electronic_Arts_Disk_1_of_2_Side_A
BC's Quest for Tires [h 4711];Sierra Online;141;0;0;BCs_Quest_for_Tires_1983_Sierra_Online_h_4711
Bismarck: The North Sea Chase;Personal Software Services;141;0;0;Bismarck_The_North_Sea_Chase_1987_Personal_Software_Services_de
The Last Ninja 2 (Disk 1 of 2 Side A);System 3;140;1;0;Last_Ninja_2_The_1988_System_3_Disk_1_of_2_Side_A
Moon Patrol;Atari;138;1;0;d64_Moon_Patrol_1983_Atari
Little Computer People (Side A);Activision;138;3;0;Little_Computer_People_1985_Activision_Side_A
Uridium 2;Hewson;136;2;0;d64_Uridium_2_1986_Hewson
3D Skramble;Livewire;135;0;0;3D_Skramble_1984_Livewire
Little Computer People [a139];Activision;134;3;0;Little_Computer_People_1985_Activision_a139
500cc Grand Prix [h Farlight];Microids;134;0;0;500cc_Grand_Prix_1987_Microids_h_Farlight
Lode Runner: Conrad's Levels;tware;134;0;0;Lode_Runner_Conrads_Levels_1983_-
The Hitchhiker's Guide to the Galaxy;Infocom;134;1;0;Hitchhikers_Guide_to_the_Galaxy_The_1984_Infocom
The Hitchhiker's Guide to the Galaxy (Side A);Infocom;133;3;0;Hitchhikers_Guide_to_the_Galaxy_The_1984_Infocom_Side_A
Mini-Dash;Zzap! 64;133;0;0;d64_Mini-Dash_1986_Zzap_64
Home Alone;Bingo Bugglebee;131;0;0;Home_Alone_1985_Bingo_Bugglebee
Kick Off 2;Anco Software;128;0;0;Kick_Off_2_1990_Anco_Software
Telengard;Avalon Hill;128;0;0;d64_Telengard_1983_Avalon_Hill
Gauntlet III The Final Fight (Disk 1 of 2 Side A);U.S. Gold;128;1;0;Gauntlet_III_The_Final_Fight_1992_U.S._Gold_Disk_1_of_2_Side_A
Die Dunkle Dimension (Disk 1 of 2 Side A);German Design Group;126;0;0;Die_Dunkle_Dimension_1990_German_Design_Group_de_Disk_1_of_2_Side_A
Adult Poker;Keypunch Software;126;0;0;Adult_Poker_19xx_Keypunch_Software
Wizard;Electronic Arts;126;1;0;d64_Wizard_1986_Electronic_Arts
Ultima V: Warriors of Destiny (Disk 1 of 4 Side A);Origin Systems;126;0;0;d64_Ultima_V_Warriors_of_Destiny_1988_Origin_Systems_Disk_1_of_4_Side_A
Frogger 64;Interceptor Micros;123;0;0;Frogger_64_1983_Interceptor_Micros
The Dallas Quest;Datasoft;122;0;0;Dallas_Quest_The_1984_Datasoft_de
Dream Girls (Disk 1 of 2 Side A);A&S Software;122;0;0;Dream_Girls_1987_AS_Software_de_Disk_1_of_2_Side_A
Erotika (Disk 1 of 3 Side A);A&S Software;121;0;0;Erotika_1987_AS_Software_de_Disk_1_of_3_Side_A
BMX Racer 2;Mastertronic;120;0;0;BMX_Racer_2_19xx_Mastertronic
Sea Hunt;Ted Walenty;120;1;0;d64_Sea_Hunt_19xx_Ted_Walenty_Created_with_GKG
Acid Toilet: Another Shit on the Floor;Public Domain;120;0;0;Acid_Toilet_Another_Shit_on_the_Floor_2011_Public_Domain
Falcon Patrol;Virgin Games;120;1;0;Falcon_Patrol_1983_Virgin_Games
Bumping Buggies;Bubble Bus Software;119;0;0;Bumping_Buggies_1984_Bubble_Bus_Software
C64 Sweepminer;Roland Toegel;119;0;0;C64_Sweepminer_1997_Roland_Toegel_de
500cc Grand Prix;Microids;119;0;0;500cc_Grand_Prix_1987_Microids_es
Summer Challenge (Side A);Tynesoft;119;1;0;d64_Summer_Challenge_1988_Tynesoft_Side_A
Asterix im Morgenland (Side A);Melbourne House;118;0;0;Asterix_im_Morgenland_1987_Melbourne_House_de_Side_A
Pong;Tomi Malinen;118;1;0;d64_Pong_19xx_Tomi_Malinen
Wasteland (Disk 1 of 2 Side A);Electronic Arts;118;1;0;d64_Wasteland_1988_Electronic_Arts_Disk_1_of_2_Side_A
Flip It v2;Markt & Technik;118;0;0;Flip_It_v2_1994_Markt_Technik
Hostages;Infogrames;116;2;0;Hostages_1989_Infogrames
Crazy Cars 3 (Side A);Titus Software;116;0;0;Crazy_Cars_3_1992_Titus_Software_Side_A
Lords of Chaos (1989)(Target Games)(de en);tware;115;0;0;Lords_of_Chaos_1989_Target_Games_de-en
Samantha Fox Strip Poker;Martech Games;115;0;0;d64_Samantha_Fox_Strip_Poker_1986_Martech_Games
Space Taxi;Muse Software;115;1;0;d64_Space_Taxi_1984_Muse_Software
Death Knights of Krynn (Disk 1 of 3 Side A);SSI;114;1;0;Death_Knights_of_Krynn_1991_SSI_Disk_1_of_3_Side_A
Radar Rat Race;Commodore;114;0;0;d64_Radar_Rat_Race_1982_Commodore
Autoduel (Disk 1 of 2 Side A);Origin Systems;114;1;0;Autoduel_1985_Origin_Systems_Disk_1_of_2_Side_A
Winzer;Starbyte Software;113;1;0;d64_Winzer_1991_Starbyte_Software
Pinball Wizard;Sagittarian Software;113;1;0;d64_Pinball_Wizard_1984_Sagittarian_Software
Eliza C64;More Basic Computer Games;113;0;0;Eliza_C64_1983_More_Basic_Computer_Games
Curse of the Azure Bonds v1.1 (Disk 1 of 3 Side A);SSI;113;0;0;Curse_of_the_Azure_Bonds_v1.1_1989_SSI_Disk_1_of_3_Side_A
Zorro [h STA];Datasoft;113;0;0;d64_Zorro_1985_Datasoft_h_STA
Gertrud's Game A;tware;112;1;0;Gertruds_Game_A_19xx_-
Space Invaders;Markt & Technik;112;0;0;d64_Space_Invaders_1984_Markt_Technik_de
Choplifter Helimission [h Load 'n' Run];Broderbund;111;0;0;Choplifter_Helimission_1982_Broderbund_es_h_Load_n_Run
Lode Runner III;Doug Smith, Dane Bigham & 4711-Soft;111;1;0;Lode_Runner_III_1985_Doug_Smith_Dane_Bigham_4711-Soft
Hyper Sports '84 [h XYZ Soft & Digital Dungeon];Imagine Software;111;0;0;Hyper_Sports_84_1985_Imagine_Software_h_XYZ_Soft_Digital_Dungeon
Alice in Wonderland (Side A)[o];Windham Classics;110;0;0;Alice_in_Wonderland_1985_Windham_Classics_Side_A_o
Super Zaxxon;HesWare;110;0;0;d64_Super_Zaxxon_1984_HesWare
Star Trek [h ASS];Sega;108;0;0;d64_Star_Trek_1983_Sega_h_ASS
Hunchback [h Kotzbrocken];Ocean;108;0;0;Hunchback_1983_Ocean_h_Kotzbrocken
Heart of Africa;Electronic Arts;107;2;0;Heart_of_Africa_1985_Electronic_Arts
International Soccer Futbol;Load 'n' Run;107;0;0;International_Soccer_Futbol_1983_Load_n_Run_es
Hacker 2;Activision;107;0;0;Hacker_2_1986_Activision
The Helicopter Mission;Markt & Technik;107;0;0;Helicopter_Mission_The_1986_Markt_Technik
Expertmind;Loadstar;107;0;0;Expertmind_1992_Loadstar
Blade Runner;WizardSoft;106;0;0;Blade_Runner_1982_WizardSoft
Zagor: La Fortezza di Smirnoff;Systems Editoriale;106;0;0;d64_Zagor_La_Fortezza_di_Smirnoff_1987_Systems_Editoriale_it
Double Dragon 2 The Revenge (Side A);Virgin Games;106;1;0;Double_Dragon_2_The_Revenge_1989_Virgin_Games_Side_A
Rags to Riches;Melody Hall Publishing;105;0;0;d64_Rags_to_Riches_1985_Melody_Hall_Publishing
Action Biker [h Rasta44];Mastertronic;104;2;0;Action_Biker_1985_Mastertronic_h_Rasta44
Memory;John Vanderaart & Wijo Koek;104;0;0;d64_Memory_1986_John_Vanderaart_Wijo_Koek
Caveman (Side A);Compute!;104;2;0;Caveman_1990_Compute_Side_A
64 Breakout (PD);SYS PD;104;0;0;64_Breakout_19xx_SYS_PD_sv_PD
Lords of Conquest;Electronic Arts;102;1;0;Lords_of_Conquest_1986_Electronic_Arts
Winter Challenge (Side A);Tynesoft;102;0;0;d64_Winter_Challenge_1988_Tynesoft_Side_A
The Castles of Doctor Creep III;E.R. Hobbs & Honz;101;1;0;Castles_of_Doctor_Creep_III_The_2010_Hobbs_E._R._Honz
Adventure #01 Adventureland;Scott Adams;101;1;0;Adventure_01_Adventureland_1984_Scott_Adams
Legacy of the Ancients (Disk 1 of 2 Side A);Electronic Arts;101;0;1;Legacy_of_the_Ancients_1987_Electronic_Arts_Disk_1_of_2_Side_A
Hunt the Wumpus II;Creative Computing;101;0;0;Hunt_the_Wumpus_II_1977_Creative_Computing
Big Hunter III;TND;100;0;0;Big_Hunter_III_2012_TND
Magic Flipper;Load 'n' Run;100;0;0;d64_Magic_Flipper_19xx_Load_n_Run_es
Super Mario Bros III;tware;100;0;0;d64_Super_Mario_Bros_III_1989_-
Karate!;Bombjack;100;0;0;Karate_19xx_Bombjack
Armageddon;Ocean;100;1;0;Armageddon_1983_Ocean
Saboteur;Durell;100;1;0;d64_Saboteur_198x_Durell
Robox (Disk 1 of 2 Side A);Markt & Technik;99;0;0;d64_Robox_1987_Markt_Technik_de_Disk_1_of_2_Side_A
Cauldron Hexenkuche;Palace Software;99;0;0;Cauldron_Hexenkuche_1985_Palace_Software_de
Turrican III (Disk 1 of 2 Side A);Smash Designs;99;1;0;d64_Turrican_III_2004_Smash_Designs_Disk_1_of_2_Side_A
Defender 64;Interceptor Micros;99;0;0;Defender_64_1983_Interceptor_Micros
Broadsides;SSI;99;1;0;Broadsides_1984_SSI
3D Stock Cars II [h TRC];Challenge Software;99;0;0;3D_Stock_Cars_II_1991_Challenge_Software_h_TRC
Little Computer People [a138];Activision;99;0;0;Little_Computer_People_1985_Activision_a138
Who Dares Wins II;Alligata Software;98;1;0;d64_Who_Dares_Wins_II_1985_Alligata_Software
Zak McKracken and the Alien Mindbenders (Disk 1 of 3 Side A);Lucasfilm;98;0;0;d64_Zak_McKracken_and_the_Alien_Mindbenders_1988_Lucasfilm_de_Disk_1_of_3_Side_A
Sea-Attack;tware;98;0;0;d64_Sea-Attack_19xx_-_de
Golden Axe [t 11M X-Ray];Virgin Games;98;0;0;Golden_Axe_1990_Virgin_Games_t_11M_X-Ray
Crazy Caveman;Merlin Software;97;0;0;Crazy_Caveman_1983_Merlin_Software
Mario;tware;97;0;0;d64_Mario_19xx_-_de
Frankie Goes to Hollywood;Ocean;97;2;0;Frankie_Goes_to_Hollywood_1985_Ocean
Pacman;tware;97;0;0;d64_Pacman_19xx_-
Serpentine Serpentin [h Load 'n' Run];Broderbund;96;0;0;d64_Serpentine_Serpentin_1982_Broderbund_es_h_Load_n_Run
Bad Dudes vs. Dragon Ninja;Data East;96;1;0;Bad_Dudes_vs._Dragon_Ninja_1989_Data_East
Gehirn-Analyse;Welle Erdball;96;0;0;Gehirn-Analyse_2004-09-23_Welle_Erdball_de
Ikari Warriors Picture;Elite;96;1;0;Ikari_Warriors_Picture_1988_Elite
Wonderboy in Monsterland (Disk 1 of 2 Side A);Activision;95;2;0;d64_Wonderboy_in_Monsterland_1989_Activision_Disk_1_of_2_Side_A
